LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate 2015 (%),Unemployment Rate 2016 (%),Unemployment Rate 2017 (%),Unemployment Rate 2018 (%),Unemployment Rate 2019 (%),Pop 2015,Pop 2016,Pop 2017,Pop 2018,Pop 2019,GDP 2015,GDP 2016,GDP 2017,GDP 2018,GDP 2019,,,
CN2916700000000,29,167,"Polk County, MO",2016,"14,453","13,755",698,5.3,4.9,4,3.6,3.4,31256,31380,31742,32214,32149,45572,45259,45555,46544,47407,,,
CN2916900000000,29,169,"Pulaski County, MO",2016,"14,664","13,866",798,5.9,5.4,4.3,3.6,4.1,53204,52456,51862,51997,52607,45572,45259,45555,46544,47407,,,
CN2917100000000,29,171,"Putnam County, MO",2016,"2,479","2,367",112,4,4.6,3.8,3.4,3.7,4860,4825,4778,4748,4696,45572,45259,45555,46544,47407,,,
CN2917300000000,29,173,"Ralls County, MO",2016,"5,665","5,439",226,4.3,4,3.1,2.8,3.1,10169,10230,10226,10234,10309,45572,45259,45555,46544,47407,,,
CN2917500000000,29,175,"Randolph County, MO",2016,"10,602","10,047",555,6,5.3,4.5,3.8,3.9,25041,24970,24899,24732,24748,45572,45259,45555,46544,47407,,,
CN2917700000000,29,177,"Ray County, MO",2016,"11,412","10,858",554,5.5,4.9,4.8,3.6,3.6,22793,22741,22877,22945,23018,45572,45259,45555,46544,47407,,,
CN2917900000000,29,179,"Reynolds County, MO",2016,"2,710","2,535",175,7,6.5,3.9,3.1,3.7,6292,6347,6260,6282,6270,45572,45259,45555,46544,47407,,,
CN2918100000000,29,181,"Ripley County, MO",2016,"5,384","5,005",379,8,7.1,5.5,5.2,5.5,13788,13775,13565,13420,13288,45572,45259,45555,46544,47407,,,
CN2918300000000,29,183,"St. Charles County, MO",2016,"220,324","212,560","7,764",3.9,3.5,2.8,2.5,2.5,384978,390541,395130,398780,402022,45572,45259,45555,46544,47407,,,
CN2918500000000,29,185,"St. Clair County, MO",2016,"3,993","3,742",251,7,6.3,5.1,4.3,4.6,9411,9288,9365,9389,9397,45572,45259,45555,46544,47407,,,
CN2918600000000,29,186,"Ste. Genevieve County, MO",2016,"9,107","8,685",422,5.4,4.7,3.6,2.8,2.7,17804,17875,17792,17877,17894,45572,45259,45555,46544,47407,,,
CN2918700000000,29,187,"St. Francois County, MO",2016,"26,446","24,988","1,458",6.1,5.5,4.3,3.6,3.7,66232,66356,66674,66737,67215,45572,45259,45555,46544,47407,,,
CN2918900000000,29,189,"St. Louis County, MO",2016,"539,419","516,815","22,604",4.6,4.2,3.4,3,3.1,1001109,997837,996227,995219,994205,45572,45259,45555,46544,47407,,,
CN2919500000000,29,195,"Saline County, MO",2016,"10,935","10,426",509,4.8,4.7,3.5,3,3.2,23226,23095,22910,22890,22761,45572,45259,45555,46544,47407,,,
CN2919700000000,29,197,"Schuyler County, MO",2016,"1,948","1,826",122,5.8,6.3,4.8,4,4.4,4500,4501,4518,4594,4660,45572,45259,45555,46544,47407,,,
CN2919900000000,29,199,"Scotland County, MO",2016,"2,485","2,383",102,4.6,4.1,3.1,2.8,3.1,4821,4902,4948,4938,4902,45572,45259,45555,46544,47407,,,
CN2920100000000,29,201,"Scott County, MO",2016,"20,208","19,053","1,155",5.2,5.7,4.4,3.4,3.5,39007,38760,38576,38541,38280,45572,45259,45555,46544,47407,,,
CN2920300000000,29,203,"Shannon County, MO",2016,"3,364","3,116",248,8.2,7.4,6,4.9,5.6,8273,8222,8235,8189,8166,45572,45259,45555,46544,47407,,,
CN2920500000000,29,205,"Shelby County, MO",2016,"3,111","2,982",129,4.7,4.2,3.4,3,3,6101,6044,5995,5997,5930,45572,45259,45555,46544,47407,,,
CN2920700000000,29,207,"Stoddard County, MO",2016,"13,513","12,649",864,6.6,6.4,5,4.4,4.7,29736,29498,29364,29264,29025,45572,45259,45555,46544,47407,,,
CN2920900000000,29,209,"Stone County, MO",2016,"13,547","12,604",943,7.9,7,5.5,4.6,5,31307,31471,31642,31701,31952,45572,45259,45555,46544,47407,,,
CN2921100000000,29,211,"Sullivan County, MO",2016,"2,809","2,646",163,5.9,5.8,4,3.1,3.5,6366,6333,6212,6233,6089,45572,45259,45555,46544,47407,,,
CN2921300000000,29,213,"Taney County, MO",2016,"26,583","24,627","1,956",8.1,7.4,6,5.1,5.1,54216,54608,55100,55719,55928,45572,45259,45555,46544,47407,,,
CN2921500000000,29,215,"Texas County, MO",2016,"9,413","8,828",585,6.7,6.3,4.9,4,4.5,25660,25805,25650,25506,25398,45572,45259,45555,46544,47407,,,
CN2921700000000,29,217,"Vernon County, MO",2016,"9,740","9,270",470,5.1,4.9,3.8,3.1,3.5,20758,20653,20507,20492,20563,45572,45259,45555,46544,47407,,,
CN2921900000000,29,219,"Warren County, MO",2016,"17,525","16,790",735,4.8,4.2,3.2,2.8,2.9,33532,33871,34448,34766,35649,45572,45259,45555,46544,47407,,,
CN2922100000000,29,221,"Washington County, MO",2016,"10,476","9,818",658,6.7,6.3,5.4,4.4,4.5,24793,24852,24994,24933,24730,45572,45259,45555,46544,47407,,,
CN2922300000000,29,223,"Wayne County, MO",2016,"5,738","5,431",307,5.9,5.3,5,4.7,4.8,13431,13236,13303,13132,12873,45572,45259,45555,46544,47407,,,
CN2922500000000,29,225,"Webster County, MO",2016,"16,938","16,103",835,5.1,4.9,3.9,3.1,3.6,37604,38154,38745,39179,39592,45572,45259,45555,46544,47407,,,
CN2922700000000,29,227,"Worth County, MO",2016,"1,234","1,197",37,3.3,3,2.5,2.8,2.7,2042,2015,2041,2026,2013,45572,45259,45555,46544,47407,,,
CN2922900000000,29,229,"Wright County, MO",2016,"7,685","7,231",454,6.3,5.9,4.9,4.1,5.3,18146,18185,18210,18187,18289,45572,45259,45555,46544,47407,,,
CN2951000000000,29,510,"St. Louis city, MO",2016,"161,050","152,364","8,686",6.1,5.5,4.4,3.8,3.9,316010,312633,308233,303419,300576,45572,45259,45555,46544,47407,,,
CN3000100000000,30,1,"Beaverhead County, MT",2016,"5,106","4,936",170,3.4,3.3,3,3,2.9,9295,9463,9450,9412,9453,43544,42528,42784,43576,44145,,,
CN3000300000000,30,3,"Big Horn County, MT",2016,"5,573","5,170",403,6.7,7.2,13.2,9.4,7.4,13312,13458,13483,13365,13319,43544,42528,42784,43576,44145,,,
CN3000500000000,30,5,"Blaine County, MT",2016,"2,382","2,272",110,5,4.6,4,4.1,3.5,6680,6716,6745,6774,6681,43544,42528,42784,43576,44145,,,
CN3000700000000,30,7,"Broadwater County, MT",2016,"2,570","2,444",126,5.1,4.9,4.6,3.9,4,5714,5785,5917,6072,6237,43544,42528,42784,43576,44145,,,
CN3000900000000,30,9,"Carbon County, MT",2016,"5,497","5,281",216,3.7,3.9,3.6,3.5,3.4,10403,10485,10680,10691,10725,43544,42528,42784,43576,44145,,,
CN3001100000000,30,11,"Carter County, MT",2016,700,680,20,3.2,2.7,2.4,2.6,2.8,1147,1175,1223,1230,1252,43544,42528,42784,43576,44145,,,
CN3001300000000,30,13,"Cascade County, MT",2016,"38,358","36,834","1,524",4,4,3.7,3.5,3.4,81878,81562,81633,81688,81366,43544,42528,42784,43576,44145,,,
CN3001500000000,30,15,"Chouteau County, MT",2016,"2,554","2,458",96,3.3,3.7,3.2,3,2.7,5774,5780,5732,5740,5635,43544,42528,42784,43576,44145,,,
CN3001700000000,30,17,"Custer County, MT",2016,"6,336","6,112",224,3.3,3.5,3.1,3,2.9,12083,11843,11726,11592,11402,43544,42528,42784,43576,44145,,,
CN3001900000000,30,19,"Daniels County, MT",2016,948,923,25,2.5,2.6,2.2,2,2,1750,1731,1722,1729,1690,43544,42528,42784,43576,44145,,,
CN3002100000000,30,21,"Dawson County, MT",2016,"4,695","4,514",181,3.2,3.8,3,2.6,2.4,9577,9263,8952,8680,8613,43544,42528,42784,43576,44145,,,
CN3002300000000,30,23,"Deer Lodge County, MT",2016,"5,354","5,151",203,4,3.8,3.5,3.5,3.2,9102,9057,9100,9129,9140,43544,42528,42784,43576,44145,,,
CN3002500000000,30,25,"Fallon County, MT",2016,"1,845","1,778",67,2.3,3.6,2.6,1.8,1.8,3171,3086,3004,2912,2846,43544,42528,42784,43576,44145,,,
CN3002700000000,30,27,"Fergus County, MT",2016,"5,851","5,622",229,4.1,3.9,3.9,3.6,3.1,11307,11349,11281,11117,11050,43544,42528,42784,43576,44145,,,
CN3002900000000,30,29,"Flathead County, MT",2016,"46,127","43,547","2,580",5.7,5.6,5.1,4.7,4.7,95839,97742,100091,102017,103806,43544,42528,42784,43576,44145,,,
CN3003100000000,30,31,"Gallatin County, MT",2016,"62,403","60,662","1,741",3,2.8,2.7,2.5,2.3,100882,104739,108576,111682,114434,43544,42528,42784,43576,44145,,,
CN3003300000000,30,33,"Garfield County, MT",2016,776,754,22,2.8,2.9,2.8,2.7,2.4,1284,1299,1281,1257,1258,43544,42528,42784,43576,44145,,,
CN3003500000000,30,35,"Glacier County, MT",2016,"5,838","5,334",504,9,8.5,7.8,7.6,7.5,13636,13711,13732,13828,13753,43544,42528,42784,43576,44145,,,
CN3003700000000,30,37,"Golden Valley County, MT",2016,384,367,17,4.2,4.5,4.8,4.6,4.1,818,810,817,822,821,43544,42528,42784,43576,44145,,,
CN3003900000000,30,39,"Granite County, MT",2016,"1,636","1,540",96,6.2,5.9,5.7,5.2,5.7,3163,3286,3356,3371,3379,43544,42528,42784,43576,44145,,,
CN3004100000000,30,41,"Hill County, MT",2016,"7,873","7,531",342,4.2,4.3,3.7,3.5,3.7,16438,16448,16469,16342,16484,43544,42528,42784,43576,44145,,,
CN3004300000000,30,43,"Jefferson County, MT",2016,"5,698","5,436",262,4.1,4.6,4.2,3.7,3.3,11572,11779,11921,12094,12221,43544,42528,42784,43576,44145,,,
CN3004500000000,30,45,"Judith Basin County, MT",2016,945,913,32,3.4,3.4,3.6,3.3,3.1,1931,1940,1945,1946,2007,43544,42528,42784,43576,44145,,,
CN3004700000000,30,47,"Lake County, MT",2016,"13,161","12,538",623,5,4.7,4.4,4.2,4.2,29457,29709,30221,30220,30458,43544,42528,42784,43576,44145,,,
CN3004900000000,30,49,"Lewis and Clark County, MT",2016,"35,542","34,372","1,170",3.4,3.3,3.4,3.3,3,66225,66894,67850,68622,69432,43544,42528,42784,43576,44145,,,
CN3005100000000,30,51,"Liberty County, MT",2016,999,968,31,2.6,3.1,3,2.5,2.5,2391,2409,2407,2416,2337,43544,42528,42784,43576,44145,,,
CN3005300000000,30,53,"Lincoln County, MT",2016,"7,994","7,275",719,10.1,9,8.3,7.3,7.2,19060,19294,19556,19797,19980,43544,42528,42784,43576,44145,,,
CN3005500000000,30,55,"McCone County, MT",2016,"1,047","1,026",21,2.2,1.9,2.1,1.9,2,1700,1732,1698,1669,1664,43544,42528,42784,43576,44145,,,
CN3005700000000,30,57,"Madison County, MT",2016,"4,442","4,274",168,3.6,3.8,3.8,3.5,3.2,8026,8062,8291,8530,8600,43544,42528,42784,43576,44145,,,
CN3005900000000,30,59,"Meagher County, MT",2016,920,883,37,3.6,4,4.3,3.8,3.5,1821,1845,1852,1857,1862,43544,42528,42784,43576,44145,,,
CN3006100000000,30,61,"Mineral County, MT",2016,"1,695","1,566",129,8.4,7.6,7.4,7,5.7,4192,4124,4235,4307,4397,43544,42528,42784,43576,44145,,,
CN3006300000000,30,63,"Missoula County, MT",2016,"61,742","59,432","2,310",3.9,3.7,3.5,3.3,3.2,114122,116349,117834,118640,119600,43544,42528,42784,43576,44145,,,
CN3006500000000,30,65,"Musselshell County, MT",2016,"2,318","2,200",118,4.3,5.1,4.4,4.1,3.9,4628,4646,4632,4632,4633,43544,42528,42784,43576,44145,,,
CN3006700000000,30,67,"Park County, MT",2016,"8,446","8,084",362,4.8,4.3,3.8,3.8,3.4,16003,16115,16386,16648,16606,43544,42528,42784,43576,44145,,,
CN3006900000000,30,69,"Petroleum County, MT",2016,273,260,13,5.3,4.7,4.1,3.9,3.6,474,491,512,512,487,43544,42528,42784,43576,44145,,,
CN3007100000000,30,71,"Phillips County, MT",2016,"1,952","1,848",104,5.1,5.3,4.4,4.4,3.7,4146,4113,4113,4060,3954,43544,42528,42784,43576,44145,,,
CN3007300000000,30,73,"Pondera County, MT",2016,"2,916","2,794",122,4.5,4.2,3.8,3.9,3.8,6095,6035,5968,5960,5911,43544,42528,42784,43576,44145,,,
CN3007500000000,30,75,"Powder River County, MT",2016,"1,094","1,069",25,2.6,2.3,2.5,2.8,2.4,1768,1746,1750,1720,1682,43544,42528,42784,43576,44145,,,
CN3007700000000,30,77,"Powell County, MT",2016,"2,898","2,752",146,4.5,5,4.3,4,3.6,6799,6841,6789,6953,6890,43544,42528,42784,43576,44145,,,
CN3007900000000,30,79,"Prairie County, MT",2016,529,511,18,4.2,3.4,3.7,3.7,3.8,1140,1159,1099,1070,1077,43544,42528,42784,43576,44145,,,
CN3008100000000,30,81,"Ravalli County, MT",2016,"19,677","18,741",936,5.2,4.8,4.6,4.1,4,41148,41918,42524,43166,43806,43544,42528,42784,43576,44145,,,
CN3008300000000,30,83,"Richland County, MT",2016,"6,332","6,016",316,3.2,5,3.7,3,2.7,11902,11408,11027,10855,10803,43544,42528,42784,43576,44145,,,
CN3008500000000,30,85,"Roosevelt County, MT",2016,"4,732","4,479",253,5.2,5.3,4.5,4.5,4.3,11417,11225,11160,11069,11004,43544,42528,42784,43576,44145,,,
CN3008700000000,30,87,"Rosebud County, MT",2016,"4,142","3,914",228,5.4,5.5,5,5.1,5,9347,9232,9205,9040,8937,43544,42528,42784,43576,44145,,,
CN3008900000000,30,89,"Sanders County, MT",2016,"4,748","4,377",371,8.3,7.7,6.8,6.3,5.9,11293,11465,11689,11847,12113,43544,42528,42784,43576,44145,,,
CN3009100000000,30,91,"Sheridan County, MT",2016,"1,988","1,923",65,2.5,3.3,2.6,2.3,2.2,3673,3608,3471,3386,3309,43544,42528,42784,43576,44145,,,
CN3009300000000,30,93,"Silver Bow County, MT",2016,"17,365","16,619",746,4.3,4.3,4.1,3.9,3.8,34691,34696,34811,34739,34915,43544,42528,42784,43576,44145,,,
CN3009500000000,30,95,"Stillwater County, MT",2016,"4,863","4,669",194,3.8,4,3.8,3.3,3.1,9425,9360,9419,9483,9642,43544,42528,42784,43576,44145,,,
CN3009700000000,30,97,"Sweet Grass County, MT",2016,"1,810","1,754",56,2.8,3.1,3.1,3,2.8,3620,3616,3676,3703,3737,43544,42528,42784,43576,44145,,,
CN3009900000000,30,99,"Teton County, MT",2016,"2,869","2,764",105,3.8,3.6,3.8,3.3,3.3,6062,6011,6091,6117,6147,43544,42528,42784,43576,44145,,,
CN3010100000000,30,101,"Toole County, MT",2016,"2,263","2,184",79,3.4,3.5,3,2.5,2.4,5077,4951,4860,4835,4736,43544,42528,42784,43576,44145,,,
CN3010300000000,30,103,"Treasure County, MT",2016,358,342,16,5,4.2,3.8,2.7,2.7,684,680,673,673,696,43544,42528,42784,43576,44145,,,
CN3010500000000,30,105,"Valley County, MT",2016,"4,454","4,302",152,3.1,3.4,3.2,3,3.2,7621,7532,7402,7406,7396,43544,42528,42784,43576,44145,,,
CN3010700000000,30,107,"Wheatland County, MT",2016,810,769,41,5.5,5,4.3,4.9,3.8,2111,2130,2161,2184,2126,43544,42528,42784,43576,44145,,,
CN3010900000000,30,109,"Wibaux County, MT",2016,526,506,20,3.3,3.9,3.1,3.4,3,1072,1042,1018,1030,969,43544,42528,42784,43576,44145,,,
CN3011100000000,30,111,"Yellowstone County, MT",2016,"82,053","79,107","2,946",3.3,3.6,3.4,3.3,3.2,156529,157914,159266,160029,161300,43544,42528,42784,43576,44145,,,
CN3100100000000,31,1,"Adams County, NE",2016,"16,673","16,125",548,3.1,3.1,3.1,3,3.2,31567,31683,31808,31514,31363,58334,58150,59036,59290,59386,,,
CN3100300000000,31,3,"Antelope County, NE",2016,"3,628","3,529",99,2.6,2.6,2.5,2.5,2.6,6415,6345,6341,6308,6298,58334,58150,59036,59290,59386,,,
CN3100500000000,31,5,"Arthur County, NE",2016,226,212,14,4.5,5.7,5.5,5,5.4,451,466,455,462,463,58334,58150,59036,59290,59386,,,
CN3100700000000,31,7,"Banner County, NE",2016,418,402,16,3.4,3.4,3.6,3.7,3.7,711,716,726,725,745,58334,58150,59036,59290,59386,,,
CN3100900000000,31,9,"Blaine County, NE",2016,268,256,12,4.5,4.2,4.2,4.6,5,477,470,479,480,465,58334,58150,59036,59290,59386,,,
CN3101100000000,31,11,"Boone County, NE",2016,"3,005","2,922",83,2.5,2.6,2.4,2.3,2.7,5310,5333,5320,5241,5192,58334,58150,59036,59290,59386,,,
CN3101300000000,31,13,"Box Butte County, NE",2016,"5,678","5,463",215,3,3.6,3.3,2.9,3.2,11325,11176,10835,10733,10783,58334,58150,59036,59290,59386,,,
CN3101500000000,31,15,"Boyd County, NE",2016,"1,108","1,073",35,2.7,3,3.3,3.1,3.3,2002,1980,1955,1950,1919,58334,58150,59036,59290,59386,,,
CN3101700000000,31,17,"Brown County, NE",2016,"1,369","1,316",53,3.7,3.6,3.2,3.5,3.5,2982,2980,3000,2967,2955,58334,58150,59036,59290,59386,,,
CN3101900000000,31,19,"Buffalo County, NE",2016,"27,174","26,462",712,2.4,2.5,2.4,2.4,2.6,48578,49104,49350,49352,49659,58334,58150,59036,59290,59386,,,
CN3102100000000,31,21,"Burt County, NE",2016,"3,576","3,439",137,3.6,3.7,3.7,3.5,3.4,6538,6537,6531,6486,6459,58334,58150,59036,59290,59386,,,
CN3102300000000,31,23,"Butler County, NE",2016,"4,659","4,503",156,2.8,3.2,2.8,2.4,2.6,8058,7996,8032,8043,8016,58334,58150,59036,59290,59386,,,
CN3102500000000,31,25,"Cass County, NE",2016,"13,138","12,676",462,3.3,3.4,3.1,3.1,3.3,25421,25647,25935,26189,26248,58334,58150,59036,59290,59386,,,
CN3102700000000,31,27,"Cedar County, NE",2016,"4,570","4,447",123,2.4,2.5,2.2,2.4,2.5,8518,8604,8515,8453,8402,58334,58150,59036,59290,59386,,,
CN3102900000000,31,29,"Chase County, NE",2016,"2,321","2,271",50,1.9,2.1,1.9,2.2,2.3,3963,3914,3928,3937,3924,58334,58150,59036,59290,59386,,,
CN3103100000000,31,31,"Cherry County, NE",2016,"3,474","3,390",84,2.3,2.2,2.3,2.2,2.4,5824,5829,5790,5763,5689,58334,58150,59036,59290,59386,,,
CN3103300000000,31,33,"Cheyenne County, NE",2016,"5,434","5,272",162,2.2,2.8,2.8,2.9,3.7,10137,10047,9644,9282,8910,58334,58150,59036,59290,59386,,,
CN3103500000000,31,35,"Clay County, NE",2016,"3,341","3,231",110,2.9,3.1,3.1,3.2,3.2,6291,6135,6186,6202,6203,58334,58150,59036,59290,59386,,,
CN3103700000000,31,37,"Colfax County, NE",2016,"5,559","5,394",165,2.6,2.8,2.4,2.5,2.7,10717,10712,10700,10734,10709,58334,58150,59036,59290,59386,,,
CN3103900000000,31,39,"Cuming County, NE",2016,"4,740","4,596",144,2.6,2.9,2.7,2.6,2.7,9075,8957,8947,8935,8846,58334,58150,59036,59290,59386,,,
CN3104100000000,31,41,"Custer County, NE",2016,"6,367","6,210",157,2.2,2.3,2.1,2.2,2.4,10828,10824,10869,10830,10777,58334,58150,59036,59290,59386,,,
CN3104300000000,31,43,"Dakota County, NE",2016,"11,091","10,612",479,3.5,4.1,4,3.7,3.9,20550,20279,20010,20002,20026,58334,58150,59036,59290,59386,,,
CN3104500000000,31,45,"Dawes County, NE",2016,"5,240","5,077",163,2.6,3,2.7,2.7,2.9,8958,8911,8888,8705,8589,58334,58150,59036,59290,59386,,,
CN3104700000000,31,47,"Dawson County, NE",2016,"13,035","12,628",407,3.2,3,2.8,2.9,3,23892,23779,23657,23744,23595,58334,58150,59036,59290,59386,,,
CN3104900000000,31,49,"Deuel County, NE",2016,"1,080","1,050",30,2.5,2.5,2.5,3,2.9,1910,1861,1861,1821,1794,58334,58150,59036,59290,59386,,,
CN3105100000000,31,51,"Dixon County, NE",2016,"3,090","2,983",107,3.3,3.3,3.1,3.2,3.1,5769,5742,5746,5700,5636,58334,58150,59036,59290,59386,,,
CN3105300000000,31,53,"Dodge County, NE",2016,"19,095","18,476",619,3.3,3.1,2.8,2.9,2.9,36567,36677,36789,36725,36565,58334,58150,59036,59290,59386,,,
CN3105500000000,31,55,"Douglas County, NE",2016,"288,244","278,273","9,971",3.3,3.3,3.2,3.2,3.3,549029,555607,560733,566391,571327,58334,58150,59036,59290,59386,,,
CN3105700000000,31,57,"Dundy County, NE",2016,"1,196","1,169",27,2.1,2.2,2.4,2.3,2.6,1770,1806,1783,1764,1693,58334,58150,59036,59290,59386,,,
CN3105900000000,31,59,"Fillmore County, NE",2016,"3,154","3,062",92,3,2.8,2.5,2.6,2.6,5553,5622,5561,5535,5462,58334,58150,59036,59290,59386,,,
CN3106100000000,31,61,"Franklin County, NE",2016,"1,510","1,463",47,2.4,3,3,3.1,3.4,2977,2994,2974,3013,2979,58334,58150,59036,59290,59386,,,
CN3106300000000,31,63,"Frontier County, NE",2016,"1,577","1,530",47,2.4,2.8,2.5,2.6,3.3,2631,2645,2623,2600,2627,58334,58150,59036,59290,59386,,,
CN3106500000000,31,65,"Furnas County, NE",2016,"2,733","2,653",80,2.6,2.8,2.4,2.7,2.8,4831,4762,4763,4701,4676,58334,58150,59036,59290,59386,,,
CN3106700000000,31,67,"Gage County, NE",2016,"11,062","10,680",382,3.6,3.3,3.5,3.3,3.6,21715,21625,21621,21495,21513,58334,58150,59036,59290,59386,,,
CN3106900000000,31,69,"Garden County, NE",2016,"1,190","1,149",41,2.4,3.3,2.8,2.5,2.9,1916,1907,1890,1890,1837,58334,58150,59036,59290,59386,,,
CN3107100000000,31,71,"Garfield County, NE",2016,"1,160","1,128",32,2.4,2.5,2.6,2.5,2.7,2014,1994,1986,1974,1969,58334,58150,59036,59290,59386,,,
CN3107300000000,31,73,"Gosper County, NE",2016,"1,069","1,040",29,2.4,2.6,2.7,2.6,2.6,2025,2025,2028,1996,1990,58334,58150,59036,59290,59386,,,
CN3107500000000,31,75,"Grant County, NE",2016,452,441,11,2.3,2.2,2.3,2.6,2.8,646,665,649,657,623,58334,58150,59036,59290,59386,,,
CN3107700000000,31,77,"Greeley County, NE",2016,"1,224","1,184",40,3.1,3.1,3,2.7,2.9,2435,2400,2363,2355,2356,58334,58150,59036,59290,59386,,,
CN3107900000000,31,79,"Hall County, NE",2016,"31,498","30,292","1,206",3.9,3.7,3.4,3.3,3.5,61132,61353,61201,61286,61353,58334,58150,59036,59290,59386,,,
CN3108100000000,31,81,"Hamilton County, NE",2016,"4,668","4,531",137,2.9,2.8,2.5,2.6,3,9141,9158,9194,9260,9324,58334,58150,59036,59290,59386,,,
CN3108300000000,31,83,"Harlan County, NE",2016,"1,752","1,706",46,2.1,2.5,2.5,2.4,2.8,3441,3451,3415,3386,3380,58334,58150,59036,59290,59386,,,
CN3108500000000,31,85,"Hayes County, NE",2016,594,579,15,2.3,2.4,2.5,2.2,2.4,915,891,893,917,922,58334,58150,59036,59290,59386,,,
CN3108700000000,31,87,"Hitchcock County, NE",2016,"1,312","1,262",50,3.3,3.6,3.4,3.5,3.4,2879,2828,2806,2801,2762,58334,58150,59036,59290,59386,,,
CN3108900000000,31,89,"Holt County, NE",2016,"5,881","5,726",155,2.4,2.5,2.4,2.6,2.6,10263,10223,10182,10148,10067,58334,58150,59036,59290,59386,,,
CN3109100000000,31,91,"Hooker County, NE",2016,396,381,15,4.2,3.6,3.8,3.7,3.1,714,683,666,676,682,58334,58150,59036,59290,59386,,,
CN3109300000000,31,93,"Howard County, NE",2016,"3,300","3,185",115,3.7,3.3,3,3.1,3.5,6382,6407,6396,6457,6445,58334,58150,59036,59290,59386,,,
CN3109500000000,31,95,"Jefferson County, NE",2016,"4,239","4,132",107,2.7,2.4,2.4,2.6,2.7,7221,7181,7176,7098,7046,58334,58150,59036,59290,59386,,,
CN3109700000000,31,97,"Johnson County, NE",2016,"2,086","2,017",69,3.3,3.2,3.4,3.7,3.5,5239,5213,5169,5115,5071,58334,58150,59036,59290,59386,,,
CN3109900000000,31,99,"Kearney County, NE",2016,"3,752","3,659",93,2.2,2.4,2.2,2.1,2.3,6558,6561,6492,6539,6495,58334,58150,59036,59290,59386,,,
CN3110100000000,31,101,"Keith County, NE",2016,"4,634","4,492",142,2.7,2.9,3,3.1,3.2,8136,8096,8070,8003,8034,58334,58150,59036,59290,59386,,,
CN3110300000000,31,103,"Keya Paha County, NE",2016,667,653,14,2.1,2.1,2.5,2.2,2.5,797,792,790,806,806,58334,58150,59036,59290,59386,,,
CN3110500000000,31,105,"Kimball County, NE",2016,"1,964","1,880",84,3.6,4.1,2.8,2.8,3,3716,3669,3568,3578,3632,58334,58150,59036,59290,59386,,,
CN3110700000000,31,107,"Knox County, NE",2016,"4,690","4,539",151,3.2,3.1,3.4,3.2,3,8468,8484,8439,8405,8332,58334,58150,59036,59290,59386,,,
CN3110900000000,31,109,"Lancaster County, NE",2016,"169,126","164,244","4,882",2.6,2.8,2.6,2.7,2.8,306096,310306,313772,316527,319090,58334,58150,59036,59290,59386,,,
CN3111100000000,31,111,"Lincoln County, NE",2016,"18,757","18,153",604,2.9,3.1,3,3.1,3.5,35501,35487,35265,35148,34914,58334,58150,59036,59290,59386,,,
CN3111300000000,31,113,"Logan County, NE",2016,483,469,14,2.8,2.9,2.8,3,3,791,792,765,755,748,58334,58150,59036,59290,59386,,,
CN3111500000000,31,115,"Loup County, NE",2016,391,377,14,3.4,3.5,3,3.3,4,606,616,604,617,664,58334,58150,59036,59290,59386,,,
CN3111700000000,31,117,"McPherson County, NE",2016,458,447,11,2,2.4,2.2,2.7,2.7,489,503,493,490,494,58334,58150,59036,59290,59386,,,
CN3111900000000,31,119,"Madison County, NE",2016,"19,186","18,629",557,2.7,2.7,2.6,2.6,2.8,34999,34979,35132,35189,35099,58334,58150,59036,59290,59386,,,
CN3112100000000,31,121,"Merrick County, NE",2016,"4,026","3,873",153,3.7,3.6,2.8,2.9,3.2,7805,7838,7859,7733,7755,58334,58150,59036,59290,59386,,,
CN3112300000000,31,123,"Morrill County, NE",2016,"2,671","2,581",90,2.9,3.2,3,2.8,2.9,4925,4867,4796,4674,4642,58334,58150,59036,59290,59386,,,
CN3112500000000,31,125,"Nance County, NE",2016,"2,009","1,952",57,2.5,2.8,2.5,2.5,3,3573,3561,3561,3506,3519,58334,58150,59036,59290,59386,,,
CN3112700000000,31,127,"Nemaha County, NE",2016,"3,661","3,522",139,3.7,3.6,3.9,3.5,3.7,7005,6973,6957,6957,6972,58334,58150,59036,59290,59386,,,
CN3112900000000,31,129,"Nuckolls County, NE",2016,"2,374","2,301",73,2.6,2.9,2.6,2.8,2.7,4322,4274,4269,4207,4148,58334,58150,59036,59290,59386,,,
CN3113100000000,31,131,"Otoe County, NE",2016,"8,334","8,040",294,3.3,3.4,3.3,3,3.2,15842,15950,15956,15983,16012,58334,58150,59036,59290,59386,,,
CN3113300000000,31,133,"Pawnee County, NE",2016,"1,674","1,634",40,2.6,2.2,3,2.6,2.9,2691,2699,2621,2623,2613,58334,58150,59036,59290,59386,,,
CN3113500000000,31,135,"Perkins County, NE",2016,"1,838","1,796",42,1.9,2.1,1.9,2,2.3,2932,2892,2886,2902,2891,58334,58150,59036,59290,59386,,,
CN3113700000000,31,137,"Phelps County, NE",2016,"4,944","4,814",130,2.4,2.5,2.3,2.3,2.6,9217,9193,9050,9006,9034,58334,58150,59036,59290,59386,,,
CN3113900000000,31,139,"Pierce County, NE",2016,"4,153","4,038",115,2.5,2.6,2.7,2.7,2.7,7190,7144,7093,7145,7148,58334,58150,59036,59290,59386,,,
